text,audio_filepath,label
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_626.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_627.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_628.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_629.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_630.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_631.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_632.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_633.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_634.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_635.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_636.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_637.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_638.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_639.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_640.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_641.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_642.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_643.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_644.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_645.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_646.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_647.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_648.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_649.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_650.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_651.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_652.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_653.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_654.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_655.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_656.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_657.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_658.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_659.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_660.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_661.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_662.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_663.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_664.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_665.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_666.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_667.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_668.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_669.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_670.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_671.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_672.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_673.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_674.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_675.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_676.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_677.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_678.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_679.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_680.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_681.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_682.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_683.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_684.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_685.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_686.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_687.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_688.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_689.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_690.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_691.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_692.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_693.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_694.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_695.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_696.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_697.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_698.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_699.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_700.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_701.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_702.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_703.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_704.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_705.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_706.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_707.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_708.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_709.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_710.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_711.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_712.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_713.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_714.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_715.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_716.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_717.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_718.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_719.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_720.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_721.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_722.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_723.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_724.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_725.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_726.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_727.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_728.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_729.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_730.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_731.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_732.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_733.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_734.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_735.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_736.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_737.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_738.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_739.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_740.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_741.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_742.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_743.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_744.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_745.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_746.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_747.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_748.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_749.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_750.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_751.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_752.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_753.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_754.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_755.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_756.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_757.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_758.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_759.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_760.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_761.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_762.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_763.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_764.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_765.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_766.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_767.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_768.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_769.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_770.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_771.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_772.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_773.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_774.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_775.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_776.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_777.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_778.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_779.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_780.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_781.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_782.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_783.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_784.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_785.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_786.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_787.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_788.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_789.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_790.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_791.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_792.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_793.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_794.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_795.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_796.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_797.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_798.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_799.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_800.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_801.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_802.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_803.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_804.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_805.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_806.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_807.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_808.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_809.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_810.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_811.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_812.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_813.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_814.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_815.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_816.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_817.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_818.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_819.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_820.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_821.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_822.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_823.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_824.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_825.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_826.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_827.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_828.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_829.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_830.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_831.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_832.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_833.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_834.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_835.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_836.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_837.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_838.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_839.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_840.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_841.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_842.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_843.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_844.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_845.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_846.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_847.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_848.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_849.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_850.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_851.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_852.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_853.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_854.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_855.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_856.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_857.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_858.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_859.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_860.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_861.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_862.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_863.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_864.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_865.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_866.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_867.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_868.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_869.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_870.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_871.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_872.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_873.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_874.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_875.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_876.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_877.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_878.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_879.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_880.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_881.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_882.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_883.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_884.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_885.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_886.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_887.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_888.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_889.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_890.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_891.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_892.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_893.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_894.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_895.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_896.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_897.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_898.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_899.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_900.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_901.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_902.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_903.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_904.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_905.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_906.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_907.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_908.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_909.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_910.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_911.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_912.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_913.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_914.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_915.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_916.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_917.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_918.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_919.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_920.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_921.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_922.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_923.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_924.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_925.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_926.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_927.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_928.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_929.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_930.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_931.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_932.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_933.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_934.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_935.wav,2
I'm feeling good today and everything is going well.,data/synthetic_audio/synthetic_audio_936.wav,0
I feel sad and empty inside. Nothing seems to matter anymore.,data/synthetic_audio/synthetic_audio_937.wav,1
I'm constantly worried about everything and can't relax.,data/synthetic_audio/synthetic_audio_938.wav,2
